,Slot,Type,Grade,Prime,DisplayStat,Stat,StatT,MinLvl,MaxLvl,Stat value,Chance,Duration,Reflect damage,Tick,CubeType
68,Hat,Potential,Rare,Prime,STR Increase,STR Increase,Flat,51,70,8,0,0.0,0,0.0,0
69,Hat,Potential,Rare,Prime,STR Increase,STR Increase,Flat,71,90,10,0,0.0,0,0.0,0
70,Hat,Potential,Rare,Prime,STR Increase,STR Increase,Flat,91,300,12,0,0.0,0,0.0,0
71,Hat,Potential,Rare,Prime,DEX Increase,DEX Increase,Flat,0,20,2,0,0.0,0,0.0,0
72,Hat,Potential,Rare,Prime,DEX Increase,DEX Increase,Flat,21,40,4,0,0.0,0,0.0,0
73,Hat,Potential,Rare,Prime,DEX Increase,DEX Increase,Flat,41,50,6,0,0.0,0,0.0,0
74,Hat,Potential,Rare,Prime,DEX Increase,DEX Increase,Flat,51,70,8,0,0.0,0,0.0,0
75,Hat,Potential,Rare,Prime,DEX Increase,DEX Increase,Flat,71,90,10,0,0.0,0,0.0,0
76,Hat,Potential,Rare,Prime,DEX Increase,DEX Increase,Flat,91,300,12,0,0.0,0,0.0,0
77,Hat,Potential,Rare,Prime,INT Increase,INT Increase,Flat,0,20,2,0,0.0,0,0.0,0
78,Hat,Potential,Rare,Prime,INT Increase,INT Increase,Flat,21,40,4,0,0.0,0,0.0,0
79,Hat,Potential,Rare,Prime,INT Increase,INT Increase,Flat,41,50,6,0,0.0,0,0.0,0
80,Hat,Potential,Rare,Prime,INT Increase,INT Increase,Flat,51,70,8,0,0.0,0,0.0,0
81,Hat,Potential,Rare,Prime,INT Increase,INT Increase,Flat,71,90,10,0,0.0,0,0.0,0
82,Hat,Potential,Rare,Prime,INT Increase,INT Increase,Flat,91,300,12,0,0.0,0,0.0,0
83,Hat,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,0,20,2,0,0.0,0,0.0,0
84,Hat,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,21,40,4,0,0.0,0,0.0,0
85,Hat,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,41,50,6,0,0.0,0,0.0,0
86,Hat,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,51,70,8,0,0.0,0,0.0,0
87,Hat,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,71,90,10,0,0.0,0,0.0,0
88,Hat,Potential,Rare,Prime,LUK Increase,LUK Increase,Flat,91,300,12,0,0.0,0,0.0,0
89,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,0,10,10,0,0.0,0,0.0,0
90,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,11,20,20,0,0.0,0,0.0,0
91,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,21,30,30,0,0.0,0,0.0,0
92,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,31,40,40,0,0.0,0,0.0,0
93,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,41,50,50,0,0.0,0,0.0,0
94,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,51,60,60,0,0.0,0,0.0,0
95,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,61,70,70,0,0.0,0,0.0,0
96,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,71,80,80,0,0.0,0,0.0,0
97,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,81,90,90,0,0.0,0,0.0,0
98,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,91,100,100,0,0.0,0,0.0,0
99,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,101,110,110,0,0.0,0,0.0,0
100,Hat,Potential,Rare,Prime,MaxHP Increase,MaxHP Increase,Flat,111,300,120,0,0.0,0,0.0,0
101,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,0,10,10,0,0.0,0,0.0,0
102,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,11,20,20,0,0.0,0,0.0,0
103,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,21,30,30,0,0.0,0,0.0,0
104,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,31,40,40,0,0.0,0,0.0,0
105,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,41,50,50,0,0.0,0,0.0,0
106,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,51,60,60,0,0.0,0,0.0,0
107,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,61,70,70,0,0.0,0,0.0,0
108,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,71,80,80,0,0.0,0,0.0,0
109,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,81,90,90,0,0.0,0,0.0,0
110,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,91,100,100,0,0.0,0,0.0,0
111,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,101,110,110,0,0.0,0,0.0,0
112,Hat,Potential,Rare,Prime,MaxMP Increase,MaxMP Increase,Flat,111,300,120,0,0.0,0,0.0,0
113,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,0,10,10,0,0.0,0,0.0,0
114,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,11,20,20,0,0.0,0,0.0,0
115,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,21,30,30,0,0.0,0,0.0,0
116,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,31,40,40,0,0.0,0,0.0,0
117,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,41,50,50,0,0.0,0,0.0,0
118,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,51,60,60,0,0.0,0,0.0,0
119,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,61,70,70,0,0.0,0,0.0,0
120,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,71,80,80,0,0.0,0,0.0,0
121,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,81,90,90,0,0.0,0,0.0,0
122,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,91,100,100,0,0.0,0,0.0,0
123,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,101,110,110,0,0.0,0,0.0,0
124,Hat,Potential,Rare,Prime,DEF Increase,DEF Increase,Flat,111,300,120,0,0.0,0,0.0,0
125,Hat,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,0,30,1,0,0.0,0,0.0,0
126,Hat,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,31,70,2,0,0.0,0,0.0,0
127,Hat,Potential,Rare,Prime,STR% Increase,STR% Increase,Perc,71,300,3,0,0.0,0,0.0,0
128,Hat,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,0,30,1,0,0.0,0,0.0,0
129,Hat,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,31,70,2,0,0.0,0,0.0,0
130,Hat,Potential,Rare,Prime,DEX% Increase,DEX% Increase,Perc,71,300,3,0,0.0,0,0.0,0
131,Hat,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,0,30,1,0,0.0,0,0.0,0
132,Hat,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,31,70,2,0,0.0,0,0.0,0
133,Hat,Potential,Rare,Prime,INT% Increase,INT% Increase,Perc,71,300,3,0,0.0,0,0.0,0
134,Hat,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,0,30,1,0,0.0,0,0.0,0
135,Hat,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,31,70,2,0,0.0,0,0.0,0
136,Hat,Potential,Rare,Prime,LUK% Increase,LUK% Increase,Perc,71,300,3,0,0.0,0,0.0,0
137,Hat,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,30,1,0,0.0,0,0.0,0
138,Hat,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,31,70,2,0,0.0,0,0.0,0
139,Hat,Potential,Rare,Prime,MaxHP% Increase,MaxHP% Increase,Perc,71,300,3,0,0.0,0,0.0,0
140,Hat,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,30,1,0,0.0,0,0.0,0
141,Hat,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,31,70,2,0,0.0,0,0.0,0
142,Hat,Potential,Rare,Prime,MaxMP% Increase,MaxMP% Increase,Perc,71,300,3,0,0.0,0,0.0,0
143,Hat,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,0,30,1,0,0.0,0,0.0,0
144,Hat,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,31,70,2,0,0.0,0,0.0,0
145,Hat,Potential,Rare,Prime,DEF% Increase,DEF% Increase,Perc,71,300,3,0,0.0,0,0.0,0
146,Hat,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,0,20,1,0,0.0,0,0.0,0
147,Hat,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,21,40,2,0,0.0,0,0.0,0
148,Hat,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,41,60,3,0,0.0,0,0.0,0
149,Hat,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,61,80,4,0,0.0,0,0.0,0
150,Hat,Potential,Rare,Prime,All Stats Increase,All Stats Increase,Flat,81,300,5,0,0.0,0,0.0,0
151,Hat,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,0,30,2,0,0.0,0,0.0,0
152,Hat,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,31,70,4,0,0.0,0,0.0,0
153,Hat,Potential,Epic,Prime,STR% Increase,STR% Increase,Perc,71,300,6,0,0.0,0,0.0,0
154,Hat,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,0,30,2,0,0.0,0,0.0,0
155,Hat,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,31,70,4,0,0.0,0,0.0,0
156,Hat,Potential,Epic,Prime,DEX% Increase,DEX% Increase,Perc,71,300,6,0,0.0,0,0.0,0
157,Hat,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,0,30,2,0,0.0,0,0.0,0
158,Hat,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,31,70,4,0,0.0,0,0.0,0
159,Hat,Potential,Epic,Prime,INT% Increase,INT% Increase,Perc,71,300,6,0,0.0,0,0.0,0
160,Hat,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,0,30,2,0,0.0,0,0.0,0
161,Hat,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,31,70,4,0,0.0,0,0.0,0
162,Hat,Potential,Epic,Prime,LUK% Increase,LUK% Increase,Perc,71,300,6,0,0.0,0,0.0,0
163,Hat,Potential,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,30,2,0,0.0,0,0.0,0
164,Hat,Potential,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,31,70,4,0,0.0,0,0.0,0
165,Hat,Potential,Epic,Prime,MaxHP% Increase,MaxHP% Increase,Perc,71,300,6,0,0.0,0,0.0,0
166,Hat,Potential,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,30,2,0,0.0,0,0.0,0
167,Hat,Potential,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,31,70,4,0,0.0,0,0.0,0
168,Hat,Potential,Epic,Prime,MaxMP% Increase,MaxMP% Increase,Perc,71,300,6,0,0.0,0,0.0,0
169,Hat,Potential,Epic,Prime,DEF% Increase,DEF% Increase,Perc,0,30,2,0,0.0,0,0.0,0
170,Hat,Potential,Epic,Prime,DEF% Increase,DEF% Increase,Perc,31,70,4,0,0.0,0,0.0,0
171,Hat,Potential,Epic,Prime,DEF% Increase,DEF% Increase,Perc,71,300,6,0,0.0,0,0.0,0
172,Hat,Potential,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,0,30,1,0,0.0,0,0.0,0
173,Hat,Potential,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,31,70,2,0,0.0,0,0.0,0
174,Hat,Potential,Epic,Prime,All Stats% Increase,All Stats% Increase,Perc,71,300,3,0,0.0,0,0.0,0
175,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,0,10,3,20,0.0,0,0.0,0
176,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,11,20,5,20,0.0,0,0.0,0
177,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,21,30,7,20,0.0,0,0.0,0
178,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,31,40,9,20,0.0,0,0.0,0
179,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,41,50,11,20,0.0,0,0.0,0
180,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,51,60,13,20,0.0,0,0.0,0
181,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,61,70,15,20,0.0,0,0.0,0
182,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,71,80,17,20,0.0,0,0.0,0
183,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,81,90,19,20,0.0,0,0.0,0
184,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,91,100,21,20,0.0,0,0.0,0
185,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,101,110,23,20,0.0,0,0.0,0
186,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,111,300,25,20,0.0,0,0.0,0
187,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,0,10,5,20,0.0,0,0.0,0
188,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,11,20,8,20,0.0,0,0.0,0
189,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,21,30,11,20,0.0,0,0.0,0
190,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,31,40,14,20,0.0,0,0.0,0
191,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,41,50,17,20,0.0,0,0.0,0
192,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,51,60,20,20,0.0,0,0.0,0
193,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,61,70,23,20,0.0,0,0.0,0
194,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,71,80,26,20,0.0,0,0.0,0
195,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,81,90,29,20,0.0,0,0.0,0
196,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,91,100,32,20,0.0,0,0.0,0
197,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,101,110,35,20,0.0,0,0.0,0
198,Hat,Potential,Epic,Prime,20% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,111,300,38,20,0.0,0,0.0,0
199,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,0,10,7,30,0.0,0,0.0,0
200,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,11,20,11,30,0.0,0,0.0,0
201,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,21,30,15,30,0.0,0,0.0,0
202,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,31,40,19,30,0.0,0,0.0,0
203,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,41,50,23,30,0.0,0,0.0,0
204,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,51,60,27,30,0.0,0,0.0,0
205,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,61,70,31,30,0.0,0,0.0,0
206,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,71,80,35,30,0.0,0,0.0,0
207,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,81,90,39,30,0.0,0,0.0,0
208,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,91,100,43,30,0.0,0,0.0,0
209,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,101,110,47,30,0.0,0,0.0,0
210,Hat,Potential,Epic,Prime,30% chance to ignore monster damage dealt,Ignore monster damage dealt,Flat,111,300,51,30,0.0,0,0.0,0
211,Hat,Potential,Unique,Prime,STR% Increase,STR% Increase,Perc,0,30,3,0,0.0,0,0.0,0
212,Hat,Potential,Unique,Prime,STR% Increase,STR% Increase,Perc,31,70,6,0,0.0,0,0.0,0
213,Hat,Potential,Unique,Prime,STR% Increase,STR% Increase,Perc,71,300,9,0,0.0,0,0.0,0
214,Hat,Potential,Unique,Prime,DEX% Increase,DEX% Increase,Perc,0,30,3,0,0.0,0,0.0,0
215,Hat,Potential,Unique,Prime,DEX% Increase,DEX% Increase,Perc,31,70,6,0,0.0,0,0.0,0
216,Hat,Potential,Unique,Prime,DEX% Increase,DEX% Increase,Perc,71,300,9,0,0.0,0,0.0,0
217,Hat,Potential,Unique,Prime,INT% Increase,INT% Increase,Perc,0,30,3,0,0.0,0,0.0,0
218,Hat,Potential,Unique,Prime,INT% Increase,INT% Increase,Perc,31,70,6,0,0.0,0,0.0,0
219,Hat,Potential,Unique,Prime,INT% Increase,INT% Increase,Perc,71,300,9,0,0.0,0,0.0,0
220,Hat,Potential,Unique,Prime,LUK% Increase,LUK% Increase,Perc,0,30,3,0,0.0,0,0.0,0
221,Hat,Potential,Unique,Prime,LUK% Increase,LUK% Increase,Perc,31,70,6,0,0.0,0,0.0,0
222,Hat,Potential,Unique,Prime,LUK% Increase,LUK% Increase,Perc,71,300,9,0,0.0,0,0.0,0
223,Hat,Potential,Unique,Prime,MaxHP% Increase,MaxHP% Increase,Perc,0,30,3,0,0.0,0,0.0,0
224,Hat,Potential,Unique,Prime,MaxHP% Increase,MaxHP% Increase,Perc,31,70,6,0,0.0,0,0.0,0
225,Hat,Potential,Unique,Prime,MaxHP% Increase,MaxHP% Increase,Perc,71,300,9,0,0.0,0,0.0,0
226,Hat,Potential,Unique,Prime,MaxMP% Increase,MaxMP% Increase,Perc,0,30,3,0,0.0,0,0.0,0
227,Hat,Potential,Unique,Prime,MaxMP% Increase,MaxMP% Increase,Perc,31,70,6,0,0.0,0,0.0,0
228,Hat,Potential,Unique,Prime,MaxMP% Increase,MaxMP% Increase,Perc,71,300,9,0,0.0,0,0.0,0
229,Hat,Potential,Unique,Prime,DEF% Increase,DEF% Increase,Perc,0,30,3,0,0.0,0,0.0,0
