,Slot,Grade,Prime,DisplayStat,StatT,MinLvl,MaxLvl,Stat value,Chance,Tick,CubeType
130,Hat,Rare,Prime,DEX% Increase,Perc,71,300,3,0,0,0
131,Hat,Rare,Prime,INT% Increase,Perc,0,30,1,0,0,0
132,Hat,Rare,Prime,INT% Increase,Perc,31,70,2,0,0,0
133,Hat,Rare,Prime,INT% Increase,Perc,71,300,3,0,0,0
134,Hat,Rare,Prime,LUK% Increase,Perc,0,30,1,0,0,0
135,Hat,Rare,Prime,LUK% Increase,Perc,31,70,2,0,0,0
136,Hat,Rare,Prime,LUK% Increase,Perc,71,300,3,0,0,0
137,Hat,Rare,Prime,MaxHP% Increase,Perc,0,30,1,0,0,0
138,Hat,Rare,Prime,MaxHP% Increase,Perc,31,70,2,0,0,0
139,Hat,Rare,Prime,MaxHP% Increase,Perc,71,300,3,0,0,0
140,Hat,Rare,Prime,MaxMP% Increase,Perc,0,30,1,0,0,0
141,Hat,Rare,Prime,MaxMP% Increase,Perc,31,70,2,0,0,0
142,Hat,Rare,Prime,MaxMP% Increase,Perc,71,300,3,0,0,0
143,Hat,Rare,Prime,DEF% Increase,Perc,0,30,1,0,0,0
144,Hat,Rare,Prime,DEF% Increase,Perc,31,70,2,0,0,0
145,Hat,Rare,Prime,DEF% Increase,Perc,71,300,3,0,0,0
146,Hat,Rare,Prime,All Stats Increase,Flat,0,20,1,0,0,0
147,Hat,Rare,Prime,All Stats Increase,Flat,21,40,2,0,0,0
148,Hat,Rare,Prime,All Stats Increase,Flat,41,60,3,0,0,0
149,Hat,Rare,Prime,All Stats Increase,Flat,61,80,4,0,0,0
150,Hat,Rare,Prime,All Stats Increase,Flat,81,300,5,0,0,0
151,Hat,Epic,Prime,STR% Increase,Perc,0,30,2,0,0,0
152,Hat,Epic,Prime,STR% Increase,Perc,31,70,4,0,0,0
153,Hat,Epic,Prime,STR% Increase,Perc,71,300,6,0,0,0
154,Hat,Epic,Prime,DEX% Increase,Perc,0,30,2,0,0,0
155,Hat,Epic,Prime,DEX% Increase,Perc,31,70,4,0,0,0
156,Hat,Epic,Prime,DEX% Increase,Perc,71,300,6,0,0,0
157,Hat,Epic,Prime,INT% Increase,Perc,0,30,2,0,0,0
158,Hat,Epic,Prime,INT% Increase,Perc,31,70,4,0,0,0
159,Hat,Epic,Prime,INT% Increase,Perc,71,300,6,0,0,0
160,Hat,Epic,Prime,LUK% Increase,Perc,0,30,2,0,0,0
161,Hat,Epic,Prime,LUK% Increase,Perc,31,70,4,0,0,0
162,Hat,Epic,Prime,LUK% Increase,Perc,71,300,6,0,0,0
163,Hat,Epic,Prime,MaxHP% Increase,Perc,0,30,2,0,0,0
164,Hat,Epic,Prime,MaxHP% Increase,Perc,31,70,4,0,0,0
165,Hat,Epic,Prime,MaxHP% Increase,Perc,71,300,6,0,0,0
166,Hat,Epic,Prime,MaxMP% Increase,Perc,0,30,2,0,0,0
167,Hat,Epic,Prime,MaxMP% Increase,Perc,31,70,4,0,0,0
168,Hat,Epic,Prime,MaxMP% Increase,Perc,71,300,6,0,0,0
169,Hat,Epic,Prime,DEF% Increase,Perc,0,30,2,0,0,0
170,Hat,Epic,Prime,DEF% Increase,Perc,31,70,4,0,0,0
171,Hat,Epic,Prime,DEF% Increase,Perc,71,300,6,0,0,0
172,Hat,Epic,Prime,All Stats% Increase,Perc,0,30,1,0,0,0
173,Hat,Epic,Prime,All Stats% Increase,Perc,31,70,2,0,0,0
174,Hat,Epic,Prime,All Stats% Increase,Perc,71,300,3,0,0,0
175,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,0,10,3,20,0,0
176,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,11,20,5,20,0,0
177,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,21,30,7,20,0,0
178,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,31,40,9,20,0,0
179,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,41,50,11,20,0,0
180,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,51,60,13,20,0,0
181,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,61,70,15,20,0,0
182,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,71,80,17,20,0,0
183,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,81,90,19,20,0,0
184,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,91,100,21,20,0,0
185,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,101,110,23,20,0,0
186,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,111,300,25,20,0,0
187,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,0,10,5,20,0,0
188,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,11,20,8,20,0,0
189,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,21,30,11,20,0,0
190,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,31,40,14,20,0,0
191,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,41,50,17,20,0,0
192,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,51,60,20,20,0,0
193,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,61,70,23,20,0,0
194,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,71,80,26,20,0,0
195,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,81,90,29,20,0,0
196,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,91,100,32,20,0,0
197,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,101,110,35,20,0,0
198,Hat,Epic,Prime,20% chance to ignore monster damage dealt,Flat,111,300,38,20,0,0
199,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,0,10,7,30,0,0
200,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,11,20,11,30,0,0
201,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,21,30,15,30,0,0
202,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,31,40,19,30,0,0
203,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,41,50,23,30,0,0
204,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,51,60,27,30,0,0
205,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,61,70,31,30,0,0
206,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,71,80,35,30,0,0
207,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,81,90,39,30,0,0
208,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,91,100,43,30,0,0
209,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,101,110,47,30,0,0
210,Hat,Epic,Prime,30% chance to ignore monster damage dealt,Flat,111,300,51,30,0,0
211,Hat,Unique,Prime,STR% Increase,Perc,0,30,3,0,0,0
212,Hat,Unique,Prime,STR% Increase,Perc,31,70,6,0,0,0
213,Hat,Unique,Prime,STR% Increase,Perc,71,300,9,0,0,0
214,Hat,Unique,Prime,DEX% Increase,Perc,0,30,3,0,0,0
215,Hat,Unique,Prime,DEX% Increase,Perc,31,70,6,0,0,0
216,Hat,Unique,Prime,DEX% Increase,Perc,71,300,9,0,0,0
217,Hat,Unique,Prime,INT% Increase,Perc,0,30,3,0,0,0
218,Hat,Unique,Prime,INT% Increase,Perc,31,70,6,0,0,0
219,Hat,Unique,Prime,INT% Increase,Perc,71,300,9,0,0,0
220,Hat,Unique,Prime,LUK% Increase,Perc,0,30,3,0,0,0
221,Hat,Unique,Prime,LUK% Increase,Perc,31,70,6,0,0,0
222,Hat,Unique,Prime,LUK% Increase,Perc,71,300,9,0,0,0
223,Hat,Unique,Prime,MaxHP% Increase,Perc,0,30,3,0,0,0
224,Hat,Unique,Prime,MaxHP% Increase,Perc,31,70,6,0,0,0
225,Hat,Unique,Prime,MaxHP% Increase,Perc,71,300,9,0,0,0
226,Hat,Unique,Prime,MaxMP% Increase,Perc,0,30,3,0,0,0
227,Hat,Unique,Prime,MaxMP% Increase,Perc,31,70,6,0,0,0
228,Hat,Unique,Prime,MaxMP% Increase,Perc,71,300,9,0,0,0
229,Hat,Unique,Prime,DEF% Increase,Perc,0,30,3,0,0,0
230,Hat,Unique,Prime,DEF% Increase,Perc,31,70,6,0,0,0
231,Hat,Unique,Prime,DEF% Increase,Perc,71,300,9,0,0,0
232,Hat,Unique,Prime,All Stats% Increase,Perc,0,30,2,0,0,0
233,Hat,Unique,Prime,All Stats% Increase,Perc,31,70,4,0,0,0
234,Hat,Unique,Prime,All Stats% Increase,Perc,71,300,6,0,0,0
235,Hat,Unique,Prime,5% chance to ignore 20% of monster damage dealt,Perc,20,300,5,5,0,0
236,Hat,Unique,Prime,5% chance to ignore 40% of monster damage dealt,Perc,40,300,5,5,0,0
237,Hat,Unique,Prime,Skills and Potion HP Recovery% Increase,Perc,0,30,10,0,0,0
238,Hat,Unique,Prime,Skills and Potion HP Recovery% Increase,Perc,31,70,20,0,0,0
239,Hat,Unique,Prime,Skills and Potion HP Recovery% Increase,Perc,71,300,30,0,0,0
240,Hat,Unique,Prime,Decent Mystic Door enabled,Flat,70,300,0,0,0,0
241,Hat,Legendary,Prime,STR% Increase,Perc,0,30,6,0,0,0
242,Hat,Legendary,Prime,STR% Increase,Perc,31,70,9,0,0,0
243,Hat,Legendary,Prime,STR% Increase,Perc,71,300,12,0,0,0
244,Hat,Legendary,Prime,DEX% Increase,Perc,0,30,6,0,0,0
245,Hat,Legendary,Prime,DEX% Increase,Perc,31,70,9,0,0,0
246,Hat,Legendary,Prime,DEX% Increase,Perc,71,300,12,0,0,0
247,Hat,Legendary,Prime,INT% Increase,Perc,0,30,6,0,0,0
248,Hat,Legendary,Prime,INT% Increase,Perc,31,70,9,0,0,0
249,Hat,Legendary,Prime,INT% Increase,Perc,71,300,12,0,0,0
250,Hat,Legendary,Prime,LUK% Increase,Perc,0,30,6,0,0,0
251,Hat,Legendary,Prime,LUK% Increase,Perc,31,70,9,0,0,0
252,Hat,Legendary,Prime,LUK% Increase,Perc,71,300,12,0,0,0
253,Hat,Legendary,Prime,MaxHP% Increase,Perc,0,30,6,0,0,0
254,Hat,Legendary,Prime,MaxHP% Increase,Perc,31,70,9,0,0,0
255,Hat,Legendary,Prime,MaxHP% Increase,Perc,71,300,12,0,0,0
256,Hat,Legendary,Prime,MaxMP% Increase,Perc,0,30,6,0,0,0
257,Hat,Legendary,Prime,MaxMP% Increase,Perc,31,70,9,0,0,0
258,Hat,Legendary,Prime,MaxMP% Increase,Perc,71,300,12,0,0,0
259,Hat,Legendary,Prime,DEF% Increase,Perc,0,30,6,0,0,0
260,Hat,Legendary,Prime,DEF% Increase,Perc,31,70,9,0,0,0
261,Hat,Legendary,Prime,DEF% Increase,Perc,71,300,12,0,0,0
262,Hat,Legendary,Prime,All Stats% Increase,Perc,0,30,3,0,0,0
263,Hat,Legendary,Prime,All Stats% Increase,Perc,31,70,6,0,0,0
264,Hat,Legendary,Prime,All Stats% Increase,Perc,71,300,9,0,0,0
265,Hat,Legendary,Prime,10% chance to ignore 20% of monster damage dealt,Perc,20,300,10,10,0,0
266,Hat,Legendary,Prime,10% chance to ignore 40% of monster damage dealt,Perc,40,300,10,10,0,0
267,Hat,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,0,30,20,0,0,0
268,Hat,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,31,70,30,0,0,0
269,Hat,Legendary,Prime,Skills and Potion HP Recovery% Increase,Perc,71,300,40,0,0,0
270,Hat,Legendary,Prime,Skill Cooldown -1 second,Flat,70,300,1,0,0,0
271,Hat,Legendary,Prime,Skill Cooldown -2 seconds,Flat,120,300,2,0,0,0
272,Hat,Legendary,Prime,Decent Advanced Bless enabled,Flat,120,300,0,0,0,0
273,Top,Rare,Non prime,STR Increase,Flat,0,20,1,0,0,0
274,Top,Rare,Non prime,STR Increase,Flat,21,40,2,0,0,0
275,Top,Rare,Non prime,STR Increase,Flat,41,50,3,0,0,0
276,Top,Rare,Non prime,STR Increase,Flat,51,70,4,0,0,0
277,Top,Rare,Non prime,STR Increase,Flat,71,90,5,0,0,0
278,Top,Rare,Non prime,STR Increase,Flat,91,300,6,0,0,0
279,Overall,Rare,Non prime,STR Increase,Flat,0,20,1,0,0,0
280,Overall,Rare,Non prime,STR Increase,Flat,21,40,2,0,0,0
281,Overall,Rare,Non prime,STR Increase,Flat,41,50,3,0,0,0
282,Overall,Rare,Non prime,STR Increase,Flat,51,70,4,0,0,0
283,Overall,Rare,Non prime,STR Increase,Flat,71,90,5,0,0,0
284,Overall,Rare,Non prime,STR Increase,Flat,91,300,6,0,0,0
285,Top,Rare,Non prime,DEX Increase,Flat,0,20,1,0,0,0
286,Top,Rare,Non prime,DEX Increase,Flat,21,40,2,0,0,0
287,Top,Rare,Non prime,DEX Increase,Flat,41,50,3,0,0,0
288,Top,Rare,Non prime,DEX Increase,Flat,51,70,4,0,0,0
289,Top,Rare,Non prime,DEX Increase,Flat,71,90,5,0,0,0
290,Top,Rare,Non prime,DEX Increase,Flat,91,300,6,0,0,0
291,Overall,Rare,Non prime,DEX Increase,Flat,0,20,1,0,0,0
292,Overall,Rare,Non prime,DEX Increase,Flat,21,40,2,0,0,0
293,Overall,Rare,Non prime,DEX Increase,Flat,41,50,3,0,0,0
294,Overall,Rare,Non prime,DEX Increase,Flat,51,70,4,0,0,0
295,Overall,Rare,Non prime,DEX Increase,Flat,71,90,5,0,0,0
296,Overall,Rare,Non prime,DEX Increase,Flat,91,300,6,0,0,0
297,Top,Rare,Non prime,INT Increase,Flat,0,20,1,0,0,0
298,Top,Rare,Non prime,INT Increase,Flat,21,40,2,0,0,0
299,Top,Rare,Non prime,INT Increase,Flat,41,50,3,0,0,0
300,Top,Rare,Non prime,INT Increase,Flat,51,70,4,0,0,0
301,Top,Rare,Non prime,INT Increase,Flat,71,90,5,0,0,0
302,Top,Rare,Non prime,INT Increase,Flat,91,300,6,0,0,0
303,Overall,Rare,Non prime,INT Increase,Flat,0,20,1,0,0,0
304,Overall,Rare,Non prime,INT Increase,Flat,21,40,2,0,0,0
305,Overall,Rare,Non prime,INT Increase,Flat,41,50,3,0,0,0
306,Overall,Rare,Non prime,INT Increase,Flat,51,70,4,0,0,0
307,Overall,Rare,Non prime,INT Increase,Flat,71,90,5,0,0,0
308,Overall,Rare,Non prime,INT Increase,Flat,91,300,6,0,0,0
309,Top,Rare,Non prime,LUK Increase,Flat,0,20,1,0,0,0
310,Top,Rare,Non prime,LUK Increase,Flat,21,40,2,0,0,0
311,Top,Rare,Non prime,LUK Increase,Flat,41,50,3,0,0,0
312,Top,Rare,Non prime,LUK Increase,Flat,51,70,4,0,0,0
313,Top,Rare,Non prime,LUK Increase,Flat,71,90,5,0,0,0
314,Top,Rare,Non prime,LUK Increase,Flat,91,300,6,0,0,0
315,Overall,Rare,Non prime,LUK Increase,Flat,0,20,1,0,0,0
316,Overall,Rare,Non prime,LUK Increase,Flat,21,40,2,0,0,0
317,Overall,Rare,Non prime,LUK Increase,Flat,41,50,3,0,0,0
318,Overall,Rare,Non prime,LUK Increase,Flat,51,70,4,0,0,0
319,Overall,Rare,Non prime,LUK Increase,Flat,71,90,5,0,0,0
320,Overall,Rare,Non prime,LUK Increase,Flat,91,300,6,0,0,0
321,Top,Rare,Non prime,MaxHP Increase,Flat,0,10,5,0,0,0
322,Top,Rare,Non prime,MaxHP Increase,Flat,11,20,10,0,0,0
323,Top,Rare,Non prime,MaxHP Increase,Flat,21,30,15,0,0,0
324,Top,Rare,Non prime,MaxHP Increase,Flat,31,40,20,0,0,0
325,Top,Rare,Non prime,MaxHP Increase,Flat,41,50,25,0,0,0
326,Top,Rare,Non prime,MaxHP Increase,Flat,51,60,30,0,0,0
327,Top,Rare,Non prime,MaxHP Increase,Flat,61,70,35,0,0,0
328,Top,Rare,Non prime,MaxHP Increase,Flat,71,80,40,0,0,0
329,Top,Rare,Non prime,MaxHP Increase,Flat,81,90,45,0,0,0
330,Top,Rare,Non prime,MaxHP Increase,Flat,91,100,50,0,0,0
331,Top,Rare,Non prime,MaxHP Increase,Flat,101,110,55,0,0,0
332,Top,Rare,Non prime,MaxHP Increase,Flat,111,300,60,0,0,0
333,Overall,Rare,Non prime,MaxHP Increase,Flat,0,10,5,0,0,0
334,Overall,Rare,Non prime,MaxHP Increase,Flat,11,20,10,0,0,0
335,Overall,Rare,Non prime,MaxHP Increase,Flat,21,30,15,0,0,0
336,Overall,Rare,Non prime,MaxHP Increase,Flat,31,40,20,0,0,0
337,Overall,Rare,Non prime,MaxHP Increase,Flat,41,50,25,0,0,0
338,Overall,Rare,Non prime,MaxHP Increase,Flat,51,60,30,0,0,0
339,Overall,Rare,Non prime,MaxHP Increase,Flat,61,70,35,0,0,0
340,Overall,Rare,Non prime,MaxHP Increase,Flat,71,80,40,0,0,0
341,Overall,Rare,Non prime,MaxHP Increase,Flat,81,90,45,0,0,0
342,Overall,Rare,Non prime,MaxHP Increase,Flat,91,100,50,0,0,0
343,Overall,Rare,Non prime,MaxHP Increase,Flat,101,110,55,0,0,0
344,Overall,Rare,Non prime,MaxHP Increase,Flat,111,300,60,0,0,0
345,Top,Rare,Non prime,MaxMP Increase,Flat,0,10,5,0,0,0
346,Top,Rare,Non prime,MaxMP Increase,Flat,11,20,10,0,0,0
347,Top,Rare,Non prime,MaxMP Increase,Flat,21,30,15,0,0,0
348,Top,Rare,Non prime,MaxMP Increase,Flat,31,40,20,0,0,0
349,Top,Rare,Non prime,MaxMP Increase,Flat,41,50,25,0,0,0
